id,num_colis,poids,montant,ratio_montant_poids,code_service,portee_dest,gouvernorat,annee,mois,score_if
1124466,EE580144132TN,11.48,250.0,21.77510669802282,EMS-I,INTERNATIONAL,Zaghouan,2026,1,-0.7133987882055128
1124591,EE578506853TN,9.14,237.0,25.927141450607156,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.6938952335884666
1124592,EE578506867TN,12.806,328.0,25.610993987663,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.7305965660434907
1124593,EE578509934TN,7.56,270.0,35.70956222721862,RPP-I,INTERNATIONAL,Tunis,2026,4,-0.6995196396657576
1125107,EE582524014TN,18.16,160.0,8.81008755024503,EMS-I,INTERNATIONAL,Tunis,2026,6,-0.7183123992803919
1125108,EE582503195TN,21.48,180.0,8.37949816116568,EMS-I,INTERNATIONAL,Tunis,2026,4,-0.7345307935997791
1125126,EE581600425TN,0.01,39.0,3545.4545454545455,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.6921214896046288
1125364,EE580067679TN,26.146,486.0,18.587218418939074,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7691144505028038
1125399,EE583298359TN,18.54,550.0,29.663987918666738,EMS-I,INTERNATIONAL,Gabès,2026,4,-0.7613483408080681
1125876,EE583460805TN,0.008,65.0,7222.222222222222,RPP-I,INTERNATIONAL,Tataouine,2026,4,-0.7163009662793526
1125896,EE582692803TN,15.8,170.0,10.758812733371306,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7653730528116575
1125897,EE582176760TN,7.92,115.0,14.518368892816563,EMS-I,INTERNATIONAL,Gabès,2026,1,-0.7305057293100458
1125898,EE582176773TN,23.68,225.0,9.501287952366877,EMS-I,INTERNATIONAL,Gabès,2026,1,-0.7902135626033302
1125920,EE580064465TN,9.44,344.0,36.43681813367228,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.7197168150638661
1125921,EE580062787TN,8.38,313.0,37.34637871375731,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.7137968996615968
1125922,EE580056305TN,5.06,220.0,43.469670025686625,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.6741642449974434
1125923,EE580057186TN,7.76,298.0,38.39711377399819,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.7063333803287596
1125924,EE580059385TN,5.82,236.0,40.54286205119395,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.6901735464711065
1125925,EE583368315TN,8.76,329.0,37.55279077730853,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.717286175985777
1125926,EE580058632TN,8.52,329.0,38.610491726323204,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.7168010341137974
1125927,EE583368655TN,10.16,375.0,36.90581635665781,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.72509325320751
1125928,EE580066510TN,9.42,344.0,36.51417047022609,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7197168150638661
1125929,EE580064845TN,10.8,391.0,36.200351819275994,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.7311068555638381
1126355,EE578657195TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Ariana,2026,1,-0.6906487523739626
1126525,EE583960055TN,16.22,290.0,17.87805930583811,EMS-I,INTERNATIONAL,Gabès,2026,5,-0.7385485160461457
1126544,EE579858525TN,18.41,185.0,10.04834066590625,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.724007932922443
1126547,EE575618952TN,15.5,165.0,10.644474550029031,EMS-I,INTERNATIONAL,Tunis,2026,4,-0.6988117612312413
1126583,EE581214285TN,16.199,235.0,14.50617283950617,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7261612788482351
1126602,EE581006645TN,6.76,172.0,25.44002366513829,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.743396985547854
1126663,EE581469095TN,11.4,165.0,14.472414700464872,EMS-I,INTERNATIONAL,Mahdia,2026,1,-0.678073356127032
1126714,EE576084830TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Kairouan,2026,1,-0.6906487523739626
1127232,EE577332215TN,0.015,48.0,3000.0,RPP-I,INTERNATIONAL,Sfax,2026,1,-0.6815447513482561
1127277,EE583979122TN,0.83,55.0,66.18531889290013,EMS-I,INTERNATIONAL,Sfax,2026,5,-0.6851713027013477
1127432,EE580262324TN,22.88,435.0,19.011406844106464,EMS-I,INTERNATIONAL,Tabarka,2026,2,-0.7654804565989143
1127433,EE580262647TN,12.9,265.0,20.54104332997442,EMS-I,INTERNATIONAL,Tabarka,2026,2,-0.7158162542475575
1128328,EE424706261TN,9.1,285.0,31.31524008350731,RPP-I,INTERNATIONAL,Tunis,2026,4,-0.7063088114808238
1128329,EE424706213TN,9.82,217.0,22.095509622238062,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.6873925571530112
1128450,EE584539317TN,21.82,25.0,1.1456853489757572,EMS-N,NATIONAL,Sfax,2026,6,-0.6840194856322218
1128457,EE583133978TN,3.7,10.0,2.7019724398811134,EMS-N,NATIONAL,Sfax,2026,3,-0.6781601621435512
1128460,EE581976313TN,13.49,20.0,1.4824697946779335,EMS-N,NATIONAL,Sfax,2026,1,-0.7396165348023003
1128573,EE581181595TN,10.0,360.0,35.99640035996401,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.7211791502992176
1128578,EE579171864TN,6.15,390.0,63.40432450008128,RPP-I,INTERNATIONAL,Sousse,2026,5,-0.7220257917378808
1129057,EE580186543TN,22.34,30.0,1.3428226131328052,EMS-N,NATIONAL,Gabès,2026,1,-0.6858731857699759
1129274,EE583064212TN,17.18,525.0,30.557010651300853,EMS-I,INTERNATIONAL,Kairouan,2026,5,-0.7982741110809585
1129611,EE579198941TN,0.023,65.0,2708.3333333333335,RPP-I,INTERNATIONAL,Sousse,2026,6,-0.6716075176048912
1129749,EE581456370TN,13.38,205.0,15.320230177116807,EMS-I,INTERNATIONAL,Mahdia,2026,2,-0.6986609633947968
1129840,EE581236691TN,11.96,360.0,30.097817908201655,EMS-I,INTERNATIONAL,Tunis,2026,3,-0.7330723095099007
1129841,EE581236705TN,7.06,250.0,35.40574989378275,EMS-I,INTERNATIONAL,Tunis,2026,3,-0.6929249264083447
1129971,EE580068555TN,8.64,329.0,38.07429695637079,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.717286175985777
1130048,EE579765050TN,0.009,39.0,3900.0000000000005,RPP-I,INTERNATIONAL,Tunis,2026,1,-0.6939971462599898
1130053,EE582402877TN,8.26,14.0,1.694710083524997,EMS-N,NATIONAL,Inconnu,2026,3,-0.7075377718235539
1130054,EE582402885TN,10.5,14.0,1.333206361298924,EMS-N,NATIONAL,Inconnu,2026,3,-0.7250674743233145
1130113,EE583657887TN,0.054,50.0,909.0909090909091,RPP-I,INTERNATIONAL,Tunis,2026,6,-0.6842974345515386
1130166,EE487102267TN,0.013,65.0,4642.857142857143,RPP-I,INTERNATIONAL,Ariana,2026,4,-0.7143650293927476
1130483,EE577810992TN,14.58,298.0,20.437555723201427,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.7324737035032752
1130989,EE581913565TN,10.8,276.0,25.553189519488935,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.7149632233937125
1131157,EE581829902TN,13.54,175.0,12.923713167417475,EMS-I,INTERNATIONAL,Bizerte,2026,2,-0.691728898922236
1131161,EE581812116TN,22.0,26.0,1.1817644652515793,EMS-N,NATIONAL,Bizerte,2026,3,-0.6835568439351697
1131164,EE579849302TN,20.0,26.0,1.2999350032498374,EMS-N,NATIONAL,Bizerte,2026,1,-0.6743694407143316
1131314,EE582432335TN,11.24,225.0,20.0160128102482,EMS-I,INTERNATIONAL,Sfax,2026,2,-0.7018965017065872
1131352,EE580144248TN,10.82,215.0,19.86877368080584,EMS-I,INTERNATIONAL,Zaghouan,2026,1,-0.7696349988928389
1131439,EE580184216TN,5.04,195.0,38.68280103154136,EMS-I,INTERNATIONAL,Gabès,2026,1,-0.746834128600292
1131440,EE583969765TN,4.264,165.0,38.686987104337625,EMS-I,INTERNATIONAL,Gabès,2026,5,-0.7361651835468104
1131441,EE583183740TN,7.16,250.0,34.91132523390588,EMS-I,INTERNATIONAL,Gabès,2026,3,-0.762272305239314
1131443,EE560627290TN,16.42,500.0,30.448815541075447,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7950400718070305
1131444,EE560627286TN,16.4,500.0,30.485945978903725,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7950400718070305
1131445,EE583289167TN,6.44,220.0,34.156186927495725,EMS-I,INTERNATIONAL,Gabès,2026,4,-0.7550859919579278
1131446,EE584335265TN,0.933,55.0,58.8865096359743,EMS-I,INTERNATIONAL,Gabès,2026,6,-0.6851713027013477
1131447,EE584338045TN,1.39,85.0,61.107117181883545,EMS-I,INTERNATIONAL,Gabès,2026,6,-0.7050416175683575
1131504,EE580168292TN,3.955,10.0,2.5278058645096055,EMS-N,NATIONAL,Tataouine,2026,5,-0.6786191512840608
1131550,EE583103083TN,0.02,65.0,3095.238095238095,RPP-I,INTERNATIONAL,Médenine,2026,6,-0.6945279049765081
1131721,EE570590339TN,0.016,65.0,3823.5294117647054,RPP-I,INTERNATIONAL,Médenine,2026,5,-0.7100282802005602
1131869,EE580814835TN,13.96,205.0,14.683761908172766,EMS-I,INTERNATIONAL,Kairouan,2026,2,-0.7701558995979635
1131962,EE574529540TN,5.08,220.0,43.29856327494587,RPP-I,INTERNATIONAL,Gabès,2026,2,-0.6741642449974434
1131987,EE580842575TN,8.74,140.0,16.016474087632993,EMS-I,INTERNATIONAL,Kairouan,2026,2,-0.7414174365783069
1131988,EE580842584TN,7.2,135.0,18.747396194972918,EMS-I,INTERNATIONAL,Kairouan,2026,2,-0.7348216876639072
1132016,EE584449293TN,3.298,10.0,3.031221582297666,EMS-N,NATIONAL,Mahdia,2026,6,-0.6722005290017204
1132330,EE581874380TN,0.007,5.0,625.0,EMS-N,NATIONAL,Nabeul,2026,4,-0.6718705524401961
1132592,EE580158644TN,12.0,14.0,1.1665694525456212,EMS-N,NATIONAL,Kairouan,2026,1,-0.736018631273334
1132796,EE580198691TN,18.76,25.0,1.332551569745749,EMS-N,NATIONAL,Tozeur,2026,2,-0.6716373750915925
1132968,EE581985315TN,11.86,160.0,13.489587724475172,EMS-I,INTERNATIONAL,Inconnu,2026,3,-0.6785322865159057
1133214,EE582384498TN,0.02,65.0,3095.238095238095,RPP-I,INTERNATIONAL,Médenine,2026,5,-0.6945279049765081
1133263,EE578722407TN,0.019,61.0,3050.0,RPP-I,INTERNATIONAL,Monastir,2026,1,-0.6926508138467773
1133436,EE581953785TN,18.62,25.0,1.3425702164223188,EMS-N,NATIONAL,Mahdia,2026,4,-0.6707291484105663
1133666,EE583061370TN,7.72,130.0,16.83719725424168,EMS-I,INTERNATIONAL,Kairouan,2026,5,-0.7378107724679444
1133736,EE580895675TN,29.75,495.0,16.638096198447112,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7696349988928389
1134002,EE582475809TN,5.166,220.0,42.57789820011612,RPP-I,INTERNATIONAL,Médenine,2026,3,-0.6772496528267999
1134003,EE582475786TN,5.94,236.0,39.723952196599896,RPP-I,INTERNATIONAL,Médenine,2026,3,-0.6915758550935925
1134004,EE582475790TN,9.0,329.0,36.551494278413514,RPP-I,INTERNATIONAL,Médenine,2026,3,-0.717286175985777
1134005,EE581986050TN,28.23,35.0,1.2397718819737167,EMS-N,NATIONAL,Inconnu,2026,3,-0.697922991396179
1134320,EE573887191TN,0.006,5.0,714.2857142857142,EMS-N,NATIONAL,Nabeul,2026,1,-0.6825160432230377
1134536,EE582065857TN,3.527,10.0,2.834467120181406,EMS-N,NATIONAL,Jendouba,2026,2,-0.6776063958353072
1134579,EE580062186TN,10.24,225.0,21.970510692315205,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.6964402016910584
